text,label
"The respondent was convicted of sexual assault, sexual interference and invitation to sexual touching of a young complainant who was a foster child in the respondent’s parents’ household. The sentencing judge imposed a sentence of 3 years in jail.",facts
 R. v. Dempsey,dec_name
The Honourable Mr. Justice Peter Costigan,judge
The Honourable Madam Justice Marina Paperny,judge
The Honourable Mr. Justice Frans Slatter,judge
"In light of the unusual circumstances of this case, as presented to us by Mr. Dempsey this morning and as is apparent on the record, we allow the appeal. We set aside the gaol sentence imposed by the court below and substitute a gaol sentence of time served. The driving prohibition remains undisturbed.",outcome
J.R. Russell for the Respondent,counsel
" R. v. Laing,",dec_name
The Honourable Mr. Justice Ronald Berger,judge
The Honourable Mr. Justice Clifton O’Brien,judge
The Honourable Madam Justice Patricia Rowbotham,judge
The appeal with respect to parole ineligibility is allowed and the order pursuant to section 743.6 of the Code is quashed. The appeal of the sentence for obstruction of justice is dismissed. The global sentence of eleven years is confirmed and the appellant will be credited for 912 days of presentence custody.,outcome
I. Kuklicz for the Respondent,counsel
A.A. Sanders for the Appellant,counsel
 Polis v. Edwards,dec_name
"The appeal is dismissed with costs. If there is any dispute about the terms of the Court of Appeal’s formal judgment, they may be settled by any one member of this panel.",outcome
"G.E. Price, Q.C. for the Respondent",counsel
The Honourable Mr. Justice Jean Côté,judge
The Honourable Mr. Justice J.D. Bruce McDonald,judge
The Honourable Madam Justice Rosemary Nation,judge
 John Barlot Architect Ltd. v. 413481 Alberta Ltd.,dec_name
The Honourable Madam Justice Carole Conrad,judge
The Honourable Mr. Justice Clifton O’Brien,judge
The Honourable Mr. Justice Frans Slatter,judge
"J.P. Peacock, Q.C. for the Respondent",counsel
D.L. Picco for the Appellant,counsel
"The appeal is accordingly allowed to the extent that the letter of credit should be reduced to $60,000 and the lien limited to the Sales Centre part of the claim. The crossappeal is dismissed. The respondent can pursue the other parts of its claim in contract.",outcome
 Moose Mountain Buffalo Ranch v. Greene Farms Drilling Ltd.,dec_name
Costs are awarded to the respondent on Column 2 of Schedule C? to be doubled from the time of service of the offer of settlement.,outcome
W.E.B. Code D.R. McKinnon for the Appellant,counsel
M.A. Marion R. Gurofsky for the Respondent,counsel
The Honourable Mr. Justice Peter Costigan,judge
The Honourable Mr. Justice Clifton O’Brien,judge
The Honourable Mr. Justice Peter Martin,judge
" L. K. D. v. Alberta (Child, Youth and Family Enhancement Act, Director), 2010 ABCA 172",dec_name
In the Court of Appeal of Alberta,court
The Honourable Mr. Justice Jean Côté The Honourable Madam Justice Constance Hunt The Honourable Mr. Justice Keith Ritter,judge
G. Magnan for the Appellant C. R. Ford for the Director R. A. Rath for J. B. and K. C. D. Silaghi for V. D.,counsel
" This is an appeal from a chambers judge’s order setting the appellant mother’s application for an order of civil habeus corpus regarding her young child over to a one and one­half day special chambers hearing (“adjournment issue”). That hearing is now scheduled for September 13 and 14, 2010. The chambers judge was of the view that given the number of parties and the complexity of the matter, it was unsuitable for a morning chambers application. The motion for habeus corpus was brought on approximately two days’ notice.",facts
" Finally, we observe that many, if not all, of the legal arguments the mother wishes to make before us can be made at the trial.",outcome
" Tarapaski v. Tarapaski, 2010 ABCA 170",dec_name
In the Court of Appeal of Alberta,court
The Honourable Mr. Justice Ronald Berger The Honourable Mr. Justice Peter Costigan The Honourable Mr. Justice J.D. Bruce McDonald,judge
T. Huizinga for the Appellant J.D. Wise for the Respondent,counsel
" The parties separated in 2004 and were divorced in 2008. They have two children, aged 14 and 13, who reside with the appellant mother. The appellant appeals a chambers order which declined to impute income to the respondent for child support purposes for the period July 2006 to December 2007? imputed income for the years 2008, 2009 and 2010 and ordered the respondent to deposit $100,000.00 as security for future child support. The appellant argues that the chambers judge erred in declining to impute income for July 2006 to December 2007? in not imputing more income for the years 2008 to 2010? and in failing to grant a lump sum for future support with appropriate security. The lengthy history of this matrimonial dispute is outlined in the reasons of the Chambers Judge: S.L.T. v. A.K.T., 2010 ABQB 121 (CanLII), 2010 ABQB 121 (the Chambers Decision).",facts
 The appellant argues that the Chambers Judge erred in failing to award a lump sum for future support and in failing to grant sufficient security for payment of future support. The appellant concedes that lump sum future support is a rare remedy but asserts that it is appropriate in this case given the history of litigation between the parties. The Chambers Judge was aware of the history but she declined to award a lump sum for future support because there was no evidence to form the basis for an accurate calculation. We are in no better position. Nor are we able to conclude that the security ordered by the Chambers Judge is unreasonable.,outcome
" New Era Nutrition Inc. v. Balance Bar Company, 2010 ABCA 169",dec_name
In the Court of Appeal of Alberta,court
The Honourable Madam Justice Carole Conrad,judge
"B.C. Yorke­Slader, Q.C. for the Respondent W.R. Pieschel, Q.C. for the Applicant",counsel
" The Master refused an order for security for costs requested by the applicants, Balance Bar Company, Bio­Foods Inc., Balance Foods Inc., Callard & Bowser­Suchard Inc., Kraft Foods, Inc., Kraft Foods North America, Inc., and BB Acquisition Inc. (Balance Bar). A chambers judge upheld that decision and the applicants now appeal that decision.",facts
 Balance Bar’s application for leave to appeal is dismissed.,outcome
" R. v. Hall, 2010 ABCA 165",dec_name
In the Court of Appeal of Alberta,court
The Honourable Mr. Justice Jean Côté The Honourable Madam Justice Ellen Picard The Honourable Madam Justice Myra Bielby,judge
M.J. McGuire for the Appellant D.J. Royer for the Respondent,counsel
" The Crown appeals the 15 month conditional sentence for sexual assault (s. 271 of the Criminal Code, R.S.C. 1985, c. C­46) received by the respondent after a trial. The parties agree that the sentence is illegal pursuant to s. 742.1 of the Criminal Code. The conditional sentence is set aside.",facts
 Those conditions will be in the probation order,outcome
" L.K.D. v. Alberta (Child, Youth and Family Enhancement Act, Director), 2010 ABCA 164",dec_name
In the Court of Appeal of Alberta,court
The Honourable Madam Justice Carole Conrad,judge
C. Magnan for the Appellant B. Hill for the Respondent Director R. Rath for J.B. not a party to the appeal D. Silaghi for the Child,counsel
" The facts can be simply stated. L.K.D.ís (the motherís) child was born out of wedlock. A temporary guardianship order was put in place and eventually this led to a consent order appointing J.B. and J.B.ís mother as the temporary guardians of the child. At the time that order was granted, it was understood he was the biological father of the child. J.B. was not living with the mother at the time of birth. In fact, an order for payment of funds and maintenance had been made to the mother. As a result of subsequent paternity testing it turns out that J.B. is not the biological father.",facts
